BookName,ChapterName,CharacterName,Percentile,Sentence,Sentiment,Sentiment Score
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.38836477987421386,"nandi had talked excitedly about the glories of his perfect land . ",Negative
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.44654088050314467,"nandi led shiva and his tribe to the foreigners ' office , which was placed just outside the camp . ",Negative
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.4481132075471698,"nandi requested shiva to wait outside as he went into the office . ",Negative
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.4722222222222222,"since you are the designated leader , the implementation of all directives within your tribe would be your responsibility ' nandi cut into chitraangadh 's officious speech to tell shiva , ` sir , if you will just excuse me , i will go to the immigrant camp quarters and arrange the temporary living arrangements for your tribe . ' ",-----
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.4745009570686355,"shiva noticed that chitraangadh 's ever-beaming face had lost its smile for a fraction of a second as nandi interrupted his flow . ",Negative
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.4775381850853549,"shiva turned and looked at nandi . ",-----
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.48050314465408805,"you do n't need to take my permission , nandi , ' said shiva . ",-----
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.4837526205450734,"` of course , sir , ' replied nandi bowing slightly . ",-----
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.49077568134171906,"a surprised nandi looked up , bowed again and said , ` yes sir . ",Negative
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.4977288609364081,"the newly registered tribe reached the residential quarters in the immigration camp , to see nandi waiting outside the main gates ; he led them in . ",-----
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.5048043326345214,"` nandi , what are those differently coloured stones running through the centre of the road ? ' ",Negative
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.5487421383647799,"nandi was genuinely starded at seeing her . ",Positive
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.5538522012578616,"ayurvati looked at nandi with a smile and a polite namaste . ",-----
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.5618823000898473,"` my name is captain nandi , my lady , ' answered nandi . ",-----
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.5626684636118598,"` my name is captain nandi , my lady , ' answered nandi . ",-----
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.5650269541778976,"` thank you , captain nandi , ' said a visibly embarrassed ayurvati . ",-----
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.5880503144654088,"nandi cut in . ",-----
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.597877358490566,"shiva grimaced at nandi and whispered , ` hygiene standards ? ' ",-----
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.5990566037735849,"nandi 's forehead crinkled into an apologetic frown while his hands gently advised acquiescence . ",-----
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.7828044596912521,"i want to see how my people are doing ' chitraangadh nodded , adding , ` i 'll call nandi . ' ",-----
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.7837526205450734,"as chitraangadh sped away in search of nandi , shiva ran into the building . ",-----
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.8700864779874213,"a bleary eyed nandi woke up cursing . ",Negative
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.8794549266247379,"exclaimed nandi . ",-----
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.9693770589997005,"before a bewildered shiva could react to her strange reaction , nandi rushed in and noticed ayurvati on the ground . ",Negative
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.9742138364779874,"asked a startled nandi . ",-----
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.9764150943396226,"nandi looked up . ",Neutral
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.9807219031993437,"with a cry that sounded like that of a long caged animal just released from captivity , nandi collapsed on his knees . ",Negative
